,pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate,rho,Merr,Rerr,srho
36151,TOI-201 c,TOI-201,1,1,2,Transit Timing Variations,2025,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MACIEJEWSKI__AMP_AMP___AMP__321_OBODA_2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250711504M/abstract target=ref>Maciejewski &amp; &#321;oboda 2025</a>,2800.0,360.0,-210.0,0.0,4.28,0.36,-0.21,0.0,11.13051784,0.19055267,-0.15692573,0.0,0.993,0.017,-0.014,0.0,4513.1633794,317.828407,-381.3940884,0.0,14.2,1.0,-1.2,0.0,Mass,0.643,0.009,-0.021,0.0,,,,,,,,,0,<a refstr=MACIEJEWSKI__AMP_AMP___AMP__321_OBODA_2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250711504M/abstract target=ref>Maciejewski &amp; &#321;oboda 2025</a>,F6 V,,,,,1.339,0.017,-0.011,0.0,1.316,0.027,-0.027,0.0,0.24,0.036,-0.036,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h49m36.43s,87.4017825,-54d54m37.52s,-54.910423,113.825,0.347,-0.345,9.07,0.03,-0.03,7.846,0.024,-0.024,8.94004,0.000207,-0.000207,2025-08-07,2025-07,2025-08-07,18.033770736631784,349.61124770000004,0.1737392,1.6323935592639387
36152,TOI-2010 b,TOI-2010,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MANN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231110232M/abstract target=ref>Mann et al. 2023</a>,141.834025,6.5e-05,-6.6e-05,0.0,0.5516,0.0078,-0.0093,0.0,11.81426566,0.30264248,-0.30264248,0.0,1.054,0.027,-0.027,0.0,408.7273314,17.48056238,-18.1162192,0.0,1.286,0.055,-0.057,0.0,Mass,0.212,0.022,-0.021,0.0,4.09,0.22,-0.21,0.0,400.2,5.6,-5.7,0.0,0,<a refstr=MANN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231110232M/abstract target=ref>Mann et al. 2023</a>,F0,5929.0,74.0,-74.0,0.0,1.079,0.027,-0.026,0.0,1.112,0.048,-0.055,0.0,0.168,0.055,-0.055,0.0,[Fe/H],4.417,0.021,-0.025,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h28m40.07s,292.1669417,+53d29m14.53s,53.4873694,109.19,0.322,-0.32,9.849,0.004,-0.004,8.281,0.016,-0.016,9.69568,0.00032,-0.00032,2023-11-29,2023-12,2023-11-29,1.3657307303041955,17.79839079,0.30264248,0.12063493181442844
36156,TOI-2015 b,TOI-2015,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BARKAOUI_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250207074B/abstract target=ref>Barkaoui et al. 2025</a>,3.348237,3.5e-05,-3e-05,0.0,0.029322,3e-06,-3e-06,0.0,3.309,0.013,-0.011,0.0,0.29520972,0.00115978,-0.00098136,0.0,9.2,0.32,-0.35,0.0,0.02894644,0.00100683,-0.00110122,0.0,Mass,0.0789,0.0018,-0.0016,0.0,13.185,0.387,-0.387,0.0,530.9,2.9,-3.9,0.0,1,<a refstr=BARKAOUI_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250207074B/abstract target=ref>Barkaoui et al. 2025</a>,M4 +/- 0.5,3297.0,14.0,-28.0,0.0,0.3273,0.0029,-0.0051,0.0,0.3041,0.0353,-0.0312,0.0,-0.31,0.16,-0.16,0.0,[Fe/H],5.04,0.04,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h28m31.84s,232.1326528,+27d21m39.86s,27.361073,47.3444,0.1133,-0.1126,16.11,0.2,-0.2,10.263,0.019,-0.019,14.176,0.000602,-0.000602,2025-03-09,2025-02,2025-03-09,1.3991011859396274,0.33499999999999996,0.012,0.05317084311529117
36158,TOI-2018 b,TOI-2018,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=DAI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230608179D/abstract target=ref>Dai et al. 2023</a>,7.435583,2.2e-05,-2.2e-05,0.0,,,,,2.268,0.069,-0.069,0.0,0.20233776,0.00615578,-0.00615578,0.0,9.2,2.1,-2.1,0.0,0.02894644,0.00660734,-0.00660734,0.0,Mass,0.0,,,0.0,,,,,,,,,0,<a refstr=DAI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230608179D/abstract target=ref>Dai et al. 2023</a>,K V,4174.0,34.0,-42.0,0.0,0.62,0.01,-0.01,0.0,0.57,0.02,-0.02,0.0,-0.58,0.18,-0.18,0.0,[Fe/H],4.62,0.02,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h19m20.99s,229.8374423,+29d12m28.36s,29.2078771,27.9956,0.0214,-0.0213,10.25,0.03,-0.03,7.104,0.017,-0.017,9.71999,0.000271,-0.000271,2023-06-27,2023-06,2023-06-27,4.345205049324528,2.1,0.069,1.0681890007330819
36160,TOI-2019 b,TOI-2019,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,15.3444,0.0057,-0.0057,0.0,0.128,0.003,-0.003,0.0,5.33275337,0.26371361,-0.20823795,0.0,0.47575721,0.02352699,-0.01857778,0.0,34.4,4.4,-4.4,0.0,0.1082345,0.01384395,-0.01384395,0.0,Mass,0.0,,,0.0,,,,,917.46,20.14,-15.11,0.0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5626.0,77.0,-78.0,0.0,1.7457,0.0295,-0.0289,0.0,1.1832,0.1057,-0.0237,0.0,0.409,0.058,-0.056,0.0,[Fe/H],4.025,0.041,-0.016,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h37m43.62s,234.4317651,+48d57m18.74s,48.955206,198.007,0.823,-0.817,10.263,0.005,-0.005,8.598,0.014,-0.014,10.0769,0.000191,-0.000191,2024-07-23,2024-06,2024-07-23,1.2498432381165852,4.4,0.23597578,0.23040199157569338
36164,TOI-2025 b,TOI-2025,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=RODRIGUEZ_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp..609R/abstract target=ref>Rodriguez et al. 2023</a>,8.8720982,7.7e-06,-7.7e-06,0.0,0.0892,0.0018,-0.0023,0.0,11.89272852,0.36989636,-0.3474784,0.0,1.061,0.033,-0.031,0.0,1144.1822652,104.88337431,-104.88337431,0.0,3.6,0.33,-0.33,0.0,Mass,0.394,0.035,-0.038,0.0,,,,,1166.0,18.0,-16.0,0.0,0,<a refstr=RODRIGUEZ_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp..609R/abstract target=ref>Rodriguez et al. 2023</a>,,5977.0,79.0,-78.0,0.0,1.459,0.043,-0.042,0.0,1.199,0.074,-0.092,0.0,0.15,0.11,-0.1,0.0,[Fe/H],4.187,0.037,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h51m10.86s,282.7952558,+82d14m43.49s,82.2454143,335.985,2.434,-2.4,11.599,0.021,-0.021,10.01,0.021,-0.021,11.3637,0.00029,-0.00029,2023-03-15,2023-02,2023-03-15,3.7480234135678323,104.88337431,0.35868738,0.48274673784466077
36165,TOI-2031 A b,TOI-2031 A,1,2,1,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=YEE_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250701855Y/abstract target=ref>Yee et al. 2025</a>,5.71548654,7.6e-07,-7.5e-07,0.0,0.066,0.0011,-0.0012,0.0,14.20177855,0.26901554,-0.26901554,0.0,1.267,0.024,-0.024,0.0,254.2627256,73.10053361,-73.10053361,0.0,0.8,0.23,-0.23,0.0,Mass,0.076,,,1.0,567.0,62.0,-46.0,0.0,1358.0,36.0,-28.0,0.0,0,<a refstr=YEE_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250701855Y/abstract target=ref>Yee et al. 2025</a>,,6490.0,170.0,-130.0,0.0,1.241,0.022,-0.022,0.0,1.174,0.06,-0.062,0.0,-0.24,0.09,-0.16,0.0,[Fe/H],4.32,0.014,-0.014,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h04m28.27s,331.1178077,+81d33m57.42s,81.5659509,276.105,1.54,-1.523,11.254,0.01,-0.01,9.971,0.023,-0.023,11.1141,0.000477,-0.000477,2025-07-29,2025-07,2025-07-29,0.4891094883921834,73.10053361,0.26901554,0.1433396045732054
36168,TOI-2046 b,TOI-2046,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KAB_AACUTE_TH_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220501860K/abstract target=ref>Kab&aacute;th et al. 2022</a>,1.4971842,3.1e-06,-3.3e-06,0.0,,,,,16.14093221,1.23298788,-1.23298788,0.0,1.44,0.11,-0.11,0.0,731.0053361,88.99195396,-88.99195396,0.0,2.3,0.28,-0.28,0.0,Mass,,,,,,,,,,,,,0,<a refstr=KAB_AACUTE_TH_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220501860K/abstract target=ref>Kab&aacute;th et al. 2022</a>,F8 V,6250.0,140.0,-140.0,0.0,1.21,0.07,-0.07,0.0,1.13,0.19,-0.19,0.0,-0.06,0.15,-0.15,0.0,[Fe/H],4.3,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h04m44.39s,16.1849423,+74d19m52.70s,74.3313055,289.668,2.225,-2.191,11.552,0.018,-0.018,10.094,0.023,-0.023,11.4128,0.000457,-0.000457,2022-05-23,2022-05,2022-05-23,0.9578253024717931,88.99195396,1.23298788,0.24855110240596892
36207,TOI-2107 b,TOI-2107,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=SCHULTE_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...32S/abstract target=ref>Schulte et al. 2024</a>,2.4545467,1.3e-06,-1.3e-06,0.0,0.03515,0.00059,-0.00067,0.0,13.57407563,0.39231432,-0.35868738,0.0,1.211,0.035,-0.032,0.0,263.79757781,34.96112477,-34.96112477,0.0,0.83,0.11,-0.11,0.0,Mass,0.033,0.038,-0.023,0.0,,,,,1397.0,20.0,-18.0,0.0,0,<a refstr=SCHULTE_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...32S/abstract target=ref>Schulte et al. 2024</a>,,5627.0,94.0,-93.0,0.0,0.932,0.027,-0.024,0.0,0.961,0.049,-0.054,0.0,0.07,0.12,-0.11,0.0,[Fe/H],4.484,0.024,-0.034,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h07m11.17s,286.7965405,-58d41m48.61s,-58.6968348,236.705,1.934,-1.904,12.0363,0.0459,-0.0459,10.328,0.021,-0.021,11.8642,0.000715,-0.000715,2024-07-23,2024-07,2024-07-23,0.5811545048241076,34.96112477,0.37550085,0.09087489563419757
36209,TOI-2109 b,TOI-2109,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=WONG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..256W/abstract target=ref>Wong et al. 2021</a>,0.67247414,2.8e-08,-2.8e-07,0.0,0.01791,0.00065,-0.00065,0.0,15.098497,0.52682209,-0.52682209,0.0,1.347,0.047,-0.047,0.0,1595.49860314,238.37130525,-238.37130525,0.0,5.02,0.75,-0.75,0.0,Mass,,,,,,,,,3646.0,88.0,-88.0,0.0,0,<a refstr=WONG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..256W/abstract target=ref>Wong et al. 2021</a>,F,6540.0,160.0,-160.0,0.0,1.698,0.062,-0.057,0.0,1.453,0.074,-0.074,0.0,0.068,0.07,-0.062,0.0,[Fe/H],4.139,0.041,-0.046,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h52m44.71s,253.1862971,+16d34m47.70s,16.5799153,262.041,2.753,-2.698,10.217,0.004,-0.004,9.07,0.021,-0.021,10.1138,0.000342,-0.000342,2021-12-13,2021-12,2021-12-13,2.5541528064161727,238.37130525,0.52682209,0.46593768852567924
36212,TOI-2128 b,TOI-2128,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,16.34136,0.00013,-0.00013,0.0,0.127,0.003,-0.003,0.0,2.08874836,0.08866263,-0.07642236,0.0,0.18634597,0.00790996,-0.00681796,0.0,4.5,2.0,-2.0,0.0,0.01415858,0.0062927,-0.0062927,0.0,Mass,0.0,,,0.0,,,,,780.53,14.78,-14.42,0.0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5968.0,86.0,-84.0,0.0,1.1174,0.0239,-0.0227,0.0,1.0251,0.0381,-0.0375,0.0,-0.07,0.05,-0.057,0.0,[Fe/H],4.349,0.026,-0.026,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h07m55.63s,256.9817998,+32d06m19.09s,32.1053027,36.578,0.0344,-0.0343,7.22142,0.023,-0.023,5.821,0.034,-0.034,7.06642,0.00021,-0.00021,2024-07-23,2024-06,2024-07-23,2.7208571861700457,2.0,0.082542495,1.2515519820924739
36214,TOI-2134 b,TOI-2134,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=RESCIGNO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp.3121R/abstract target=ref>Rescigno et al. 2023</a>,9.2292005,6.3e-06,-6.3e-06,0.0,0.078,0.0009,-0.0009,0.0,2.69,0.16,-0.16,0.0,0.23998614,0.01427427,-0.01427427,0.0,9.13,0.78,-0.76,0.0,0.02872619,0.00245415,-0.00239123,0.0,Mass,0.06,0.03,-0.04,0.0,32.0,2.0,-2.0,0.0,666.0,8.0,-8.0,0.0,0,<a refstr=RESCIGNO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp.3121R/abstract target=ref>Rescigno et al. 2023</a>,K5 V,4580.0,50.0,-50.0,0.0,0.709,0.017,-0.017,0.0,0.744,0.027,-0.027,0.0,0.12,0.02,-0.02,0.0,[Fe/H],4.8,0.3,-0.3,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h07m44.52s,271.9355015,+39d04m22.54s,39.0729269,22.6202,0.016,-0.0159,8.933,0.003,-0.003,6.091,0.017,-0.017,8.5077,0.000511,-0.000511,2023-11-28,2023-10,2023-11-28,2.5844345387431433,0.77,0.16,0.510078240530383
36216,TOI-2134 c,TOI-2134,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=RESCIGNO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp.3121R/abstract target=ref>Rescigno et al. 2023</a>,95.5,0.36,-0.25,0.0,0.371,0.004,-0.004,0.0,7.27,0.42,-0.42,0.0,0.64858707,0.03746995,-0.03746995,0.0,41.89,7.69,-7.83,0.0,0.13180068,0.02419545,-0.02463594,0.0,Mass,0.67,0.05,-0.06,0.0,1.4,0.1,-0.1,0.0,306.0,4.0,-4.0,0.0,0,<a refstr=RESCIGNO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp.3121R/abstract target=ref>Rescigno et al. 2023</a>,K5 V,4580.0,50.0,-50.0,0.0,0.709,0.017,-0.017,0.0,0.744,0.027,-0.027,0.0,0.12,0.02,-0.02,0.0,[Fe/H],4.8,0.3,-0.3,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h07m44.52s,271.9355015,+39d04m22.54s,39.0729269,22.6202,0.016,-0.0159,8.933,0.003,-0.003,6.091,0.017,-0.017,8.5077,0.000511,-0.000511,2023-11-28,2023-10,2023-11-28,0.6007015141344402,7.76,0.42,0.1523871718836676
36218,TOI-2136 b,TOI-2136,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.1417G/abstract target=ref>Gan et al. 2022</a>,7.851928,1.8e-05,-1.6e-05,0.0,0.057,0.006,-0.006,0.0,2.19,0.17,-0.17,0.0,0.19537905,0.01516641,-0.01516641,0.0,6.37,2.45,-2.29,0.0,0.02004226,0.00770856,-0.00720515,0.0,Mass,0.0,,,0.0,4.0,2.1,-1.5,0.0,395.0,24.0,-22.0,0.0,0,<a refstr=GAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.1417G/abstract target=ref>Gan et al. 2022</a>,M4.5 V,3342.0,100.0,-100.0,0.0,0.34,0.02,-0.02,0.0,0.34,0.02,-0.02,0.0,0.03,0.07,-0.07,0.0,[Fe/H],4.91,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h44m42.32s,281.1763433,+36d33m47.27s,36.5631318,33.3631,0.06425,-0.06425,14.32,0.2,-0.2,9.343,0.022,-0.022,12.9643,0.000916,-0.000916,2022-07-12,2022-08,2022-07-12,3.341632504111265,2.37,0.17,1.4667354027601422
36222,TOI-2141 b,TOI-2141,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MARTIOLI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231107011M/abstract target=ref>Martioli et al. 2023</a>,18.26157,6e-05,-6e-05,0.0,0.133,0.0009,-0.0009,0.0,3.05,0.23,-0.23,0.0,0.278,0.021,-0.021,0.0,24.0,4.0,-4.0,0.0,0.075,0.012,-0.012,0.0,Mass,0.21,,,1.0,,,,,722.0,23.0,-23.0,0.0,0,<a refstr=MARTIOLI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231107011M/abstract target=ref>Martioli et al. 2023</a>,,5659.0,48.0,-48.0,0.0,0.98,0.06,-0.06,0.0,0.94,0.02,-0.02,0.0,-0.12,0.013,-0.013,0.0,[Fe/H],4.42,0.04,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h15m02.96s,258.7623456,+18d20m25.24s,18.3403449,77.682,0.2257,-0.2244,9.46,0.003,-0.003,7.87,0.024,-0.024,9.34408,0.000212,-0.000212,2023-11-28,2023-11,2023-11-28,4.660830642212344,4.0,0.23,1.3096649488706085
36225,TOI-2145 b,TOI-2145,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,10.261127,1.1e-05,-1.1e-05,0.0,0.111,0.002,-0.002,0.0,12.41899699,0.30986632,-0.25354457,0.0,1.10795061,0.02764447,-0.02261977,0.0,1767.0,71.0,-72.0,0.0,5.55960374,0.22339098,-0.22653733,0.0,Mass,0.21,0.018,-0.018,0.0,,,,,1363.43,24.22,-22.09,0.0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,6200.0,84.0,-81.0,0.0,2.7505,0.0607,-0.0481,0.0,1.7169,0.034,-0.0398,0.0,0.285,0.061,-0.051,0.0,[Fe/H],3.789,0.019,-0.018,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h35m01.94s,263.7580753,+40d41m42.15s,40.6950428,224.731,1.102,-1.092,9.07,0.03,-0.03,7.761,0.031,-0.031,8.93651,0.000288,-0.000288,2024-07-23,2024-06,2024-07-23,5.083099171486032,71.5,0.281705445,0.40243837907987534
36228,TOI-2152 A b,TOI-2152,1,3,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=RODRIGUEZ_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp..609R/abstract target=ref>Rodriguez et al. 2023</a>,3.3773512,6e-06,-6.1e-06,0.0,0.05064,0.00093,-0.0011,0.0,14.35870428,0.56044903,-0.51561311,0.0,1.281,0.05,-0.046,0.0,899.45439181,120.77479466,-117.59651059,0.0,2.83,0.38,-0.37,0.0,Mass,0.057,0.068,-0.04,0.0,,,,,1802.0,60.0,-54.0,0.0,0,<a refstr=RODRIGUEZ_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp..609R/abstract target=ref>Rodriguez et al. 2023</a>,F4 V,6630.0,300.0,-290.0,0.0,1.612,0.056,-0.051,0.0,1.516,0.085,-0.1,0.0,0.282,0.075,-0.079,0.0,[Fe/H],4.205,0.038,-0.048,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h45m21.35s,26.3389717,+77d47m24.44s,77.7901231,303.006,3.11,-3.049,11.436,0.016,-0.016,9.597,0.024,-0.024,11.2407,0.000446,-0.000446,2023-03-15,2023-02,2023-03-15,1.6741138596652898,119.18565262499999,0.53803107,0.2909063132213124
36229,TOI-2154 b,TOI-2154,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=RODRIGUEZ_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp..609R/abstract target=ref>Rodriguez et al. 2023</a>,3.8240801,2.5e-06,-2.5e-06,0.0,0.0513,0.0011,-0.0013,0.0,16.28664896,0.59407598,-0.53803107,0.0,1.453,0.053,-0.048,0.0,292.40213444,60.38739733,-57.20911326,0.0,0.92,0.19,-0.18,0.0,Mass,0.117,0.1,-0.079,0.0,,,,,1580.0,27.0,-27.0,0.0,0,<a refstr=RODRIGUEZ_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp..609R/abstract target=ref>Rodriguez et al. 2023</a>,,6280.0,160.0,-160.0,0.0,1.396,0.049,-0.043,0.0,1.233,0.077,-0.09,0.0,0.011,0.071,-0.059,0.0,[Fe/H],4.239,0.042,-0.051,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h44m06.76s,71.0281482,+84d21m51.35s,84.3642652,296.46,2.174,-2.143,11.068,0.008,-0.008,9.85,0.025,-0.025,11.0359,0.000399,-0.000399,2023-03-15,2023-02,2023-03-15,0.37293825129118674,58.798255295000004,0.566053525,0.08447490046900995
36232,TOI-2158 b,TOI-2158,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KNUDSTRUP_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220413956K/abstract target=ref>Knudstrup et al. 2022</a>,8.60077,3e-05,-3e-05,0.0,0.075,0.004,-0.004,0.0,10.76062147,0.13450777,-0.13450777,0.0,0.96,0.012,-0.012,0.0,260.61929374,25.42627256,-25.42627256,0.0,0.82,0.08,-0.08,0.0,Mass,0.07,,,1.0,,,,,1188.0,10.0,-10.0,0.0,0,<a refstr=KNUDSTRUP_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220413956K/abstract target=ref>Knudstrup et al. 2022</a>,,5673.0,50.0,-50.0,0.0,1.41,0.03,-0.03,0.0,1.12,0.12,-0.12,0.0,0.47,0.08,-0.08,0.0,[Fe/H],4.19,0.05,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h27m14.41s,276.8100527,+20d31m36.79s,20.5268868,198.473,1.403,-1.383,10.887,0.006,-0.006,9.071,0.018,-0.018,10.6718,0.000247,-0.000247,2022-09-19,2022-04,2022-09-19,1.152513707414824,25.42627256,0.13450777,0.12046053198978916
