,f_preferred_name,Fe,Mg,Si,Unnamed: 4
6528,HIP 83707 ,0.17,0.16,0.13,
6529,HIP 116478 ,-0.02,0.0,-0.01,
6531,2MASS 18485110+4643041 ,0.25,0.24,0.22,
6532,HD 186306 ,-0.52,-0.34,-0.39,
6533,HIP 116496 ,-0.19,-0.23,-0.28,
6534,HIP 50965 ,-0.41,-0.31,-0.29,
6535,HIP 18199 ,0.12,0.37,0.4,
6539,HIP 83743 ,-0.52,-0.39,-0.36,
6540,HIP 18208 ,-0.17,-0.17,-0.28,
6541,HIP 116517 ,0.38,0.34,0.33,
6543,HIP 116519 ,0.36,0.33,0.4,
6544,2MASS 18173731+3637170 ,0.1,0.09,0.11,
6545,HD 166516 ,-0.01,-0.07,-0.04,
6546,HIP 83765 ,-0.21,-0.02,-0.08,
6548,HIP 83770 ,0.16,0.11,0.14,
6549,HIP 18235 ,-0.68,-0.3,-0.39,
6551,HIP 116542 ,0.2,0.14,0.16,
6555,HIP 83780 ,-0.45,-0.38,-0.33,
6556,2MASS 19143510+5047203 ,0.2,0.21,0.22,
6558,HIP 116559 ,0.25,0.2,0.2,
6559,HIP 51028 ,-0.61,-0.44,-0.54,
6560,HIP 18261 ,0.05,0.15,-0.04,
6561,HIP 18262 ,0.49,0.13,0.18,
6562,HIP 83797 ,-0.24,-0.23,-0.29,
6563,HIP 83799 ,0.02,-0.13,-0.19,
6564,2MASS 19533671+4517500 ,0.01,0.0,0.01,
6565,HIP 18267 ,-0.09,0.07,-0.03,
6567,HIP 116579 ,0.2,0.06,-0.03,
6569,HIP 51047 ,0.06,0.18,0.2,
6570,HIP 116584 ,-0.46,-0.17,-0.28,
6571,HIP 83819 ,-0.11,0.04,0.01,
6572,HIP 83822 ,-0.19,-0.08,-0.12,
6573,HIP 116591 ,-0.08,0.11,0.06,
6575,HIP 83827 ,-0.12,-0.06,-0.07,
6577,2MASS 18405986+4354542 ,-0.09,-0.1,-0.07,
6578,HIP 83835 ,-0.19,-0.16,-0.15,
6579,2MASS 19011934+4202255 ,0.13,0.05,0.11,
6580,HIP 51074 ,0.14,0.18,0.17,
6581,HIP 18309 ,-0.48,-0.36,-0.42,
6582,HIP 51077 ,0.08,0.34,0.19,
6583,HIP 51078 ,0.24,0.28,0.25,
6584,HIP 116613 ,0.19,0.13,0.11,
6585,HIP 116616 ,-0.16,0.04,-0.06,
6586,HIP 18317 ,-0.02,0.2,0.01,
6587,HIP 83854 ,0.11,0.24,0.37,
6588,HIP 18320 ,0.1,0.1,0.06,
6589,HIP 116624 ,0.15,0.1,0.1,
6591,HIP 51091 ,0.22,0.25,0.26,
6592,HIP 18324 ,-0.42,-0.14,-0.24,
6593,HIP 18327 ,0.24,-0.05,0.17,
6594,HIP 83863 ,-0.06,0.07,-0.03,
6595,2MASS 18550888+4801464 ,-0.08,-0.08,-0.06,
6596,HIP 18331 ,0.2,0.35,0.17,
6597,HIP 83867 ,-0.19,-0.15,-0.23,
6598,HIP 83870 ,0.12,0.27,0.26,
6599,HIP 83874 ,-0.07,-0.06,-0.07,
6601,HIP 18343 ,-0.17,-0.13,-0.17,
6602,HD 182549 ,-0.07,-0.13,-0.15,
6605,2MASS 19122295+4021574 ,0.15,0.04,0.05,
6606,2MASS 19244401+4519234 ,0.08,-0.01,0.04,
6607,2MASS 19453764+5121293 ,0.26,0.22,0.24,
6610,HIP 83899 ,-0.02,-0.04,-0.06,
6611,2MASS 19080169+3831315 ,0.05,-0.01,-0.14,
6612,HIP 18366 ,-0.32,-0.25,-0.26,
6613,HIP 83906 ,0.33,0.38,0.34,
6614,HIP 18387 ,-0.1,-0.03,-0.1,
6615,HIP 18388 ,-0.07,-0.04,-0.05,
6616,HIP 51161 ,0.12,0.29,0.41,
6619,HIP 51171 ,0.04,-0.02,0.03,
6621,HIP 83942 ,-0.2,-0.07,-0.25,
6622,HIP 51177 ,-0.02,0.07,0.01,
6624,HIP 83947 ,-0.02,0.05,0.28,
6625,2MASS 19295686+4611463 ,-0.3,-0.27,-0.25,
6626,HIP 18413 ,-0.08,0.04,-0.05,
6627,HIP 83949 ,-0.62,-0.37,-0.49,
6628,HIP 51191 ,-1.16,-0.91,-1.0,
6629,HIP 116727 ,0.19,0.27,0.26,
6631,HIP 18427 ,0.12,0.14,0.16,
6632,HIP 18432 ,-0.3,-0.11,-0.19,
6633,HIP 116740 ,0.08,0.3,0.08,
6634,HIP 116745 ,-0.32,-0.2,-0.25,
6635,HIP 83983 ,0.29,0.32,0.27,
6637,HIP 83990 ,-0.67,-0.54,-0.63,
6638,HIP 51224 ,-0.14,0.0,-0.05,
6639,HIP 116763 ,-0.15,-0.09,-0.15,
6640,2MASS 18561016+4141569 ,0.17,0.15,0.15,
6641,HD 144589 ,-0.04,-0.13,0.02,
6642,2MASS 19225452+5036203 ,-0.15,-0.25,-0.17,
6643,HIP 83999 ,-0.22,-0.18,0.06,
6645,HIP 51233 ,0.15,0.3,0.35,
6646,HIP 116771 ,-0.08,0.04,-0.04,
6647,HIP 51237 ,0.22,0.17,0.2,
6648,HIP 84008 ,-0.27,-0.16,-0.27,
6650,HIP 51248 ,-0.29,-0.04,-0.18,
6653,HIP 51257 ,0.26,0.34,0.33,
6654,HIP 51258 ,0.34,0.26,0.3,
6655,HIP 51260 ,0.01,-0.09,-0.03,
6656,HIP 84028 ,0.24,0.21,0.21,
6657,HIP 84031 ,-0.81,-0.54,-0.66,
6659,HIP 51271 ,-0.06,-0.29,-0.22,
6660,HIP 51278 ,0.28,0.36,0.33,
6661,HIP 18512 ,0.0,-0.15,-0.04,
6662,HIP 116819 ,-0.08,-0.05,-0.09,
6663,HIP 116820 ,-0.13,-0.09,-0.01,
6664,HIP 116823 ,0.15,0.2,0.38,
6665,HIP 116824 ,-0.05,-0.05,0.05,
6667,HIP 84062 ,-0.06,-0.21,-0.07,
6668,HIP 51297 ,-0.34,-0.23,-0.28,
6671,HIP 116838 ,0.56,0.53,0.55,
6672,2MASS 19150012-1605517 ,0.09,0.09,0.04,
6673,HIP 18538 ,-0.11,-0.09,-0.11,
6674,HIP 51307 ,0.12,0.15,0.25,
6675,2MASS 19150925-1552241 ,0.03,0.02,0.02,
6677,HIP 51312 ,0.22,0.2,0.17,
6678,HIP 84082 ,0.36,0.22,0.3,
6679,HIP 116852 ,0.19,0.26,0.19,
6681,HIP 116853 ,0.12,0.36,0.28,
6682,BD+20 02457 ,-0.75,-0.48,-0.51,
6683,2MASS 19565686+4550049 ,-0.21,-0.17,-0.19,
6684,HIP 18565 ,0.08,0.01,0.08,
6685,HIP 84106 ,-0.74,-0.37,-0.47,
6686,2MASS 19025298+4051250 ,0.08,0.03,0.05,
6687,2MASS 18532411+4520208 ,0.01,-0.04,0.01,
6688,HIP 84113 ,-0.17,-0.03,0.02,
6691,HIP 84129 ,-0.26,-0.2,-0.33,
6692,HIP 84132 ,0.26,0.12,0.16,
6694,2MASS 17512823-2952356 ,0.39,0.16,0.38,
6695,HIP 116906 ,0.04,0.1,0.02,
6696,HIP 51372 ,0.04,0.03,0.07,
6698,HIP 18606 ,0.14,0.15,0.09,
6699,HIP 84143 ,-0.23,-0.13,-0.16,
6701,2MASS 19260929-5251562 ,-0.14,0.02,-0.06,
6702,HIP 18612 ,-0.1,-0.07,-0.15,
6703,HIP 84151 ,0.18,0.3,0.34,
6704,HIP 51386 ,0.11,0.11,0.03,
6705,HIP 51401 ,0.12,0.3,0.39,
6706,HIP 84169 ,-0.18,-0.09,-0.16,
6708,HIP 84171 ,0.13,0.11,0.12,
6709,HIP 116937 ,0.05,0.05,0.04,
6710,HIP 51406 ,-0.25,-0.18,-0.1,
6711,HIP 116939 ,-0.03,-0.03,-0.07,
6712,2MASS 19501850+4001397 ,0.16,0.02,0.14,
6713,HIP 116945 ,-0.13,-0.07,-0.16,
6715,2MASS 19563851+4108374 ,0.04,0.02,-0.02,
6716,HIP 51415 ,-1.01,-0.68,-0.66,
6717,BD+46 02754 ,-0.04,-0.1,-0.09,
6719,HIP 84195 ,-0.02,-0.05,0.0,
6721,HIP 116964 ,-0.05,-0.06,-0.05,
6722,HIP 116972 ,0.15,0.17,0.27,
6723,HD 67088 ,0.0,0.09,-0.05,
6724,HIP 116984 ,0.2,0.1,0.13,
6725,HIP 84217 ,-0.08,0.05,0.06,
6726,HIP 51459 ,-0.06,-0.05,-0.11,
6727,HIP 18692 ,0.1,0.24,0.1,
6728,HIP 117002 ,-0.29,-0.22,-0.22,
6729,HIP 51468 ,0.28,0.16,0.24,
6730,HD 183727 ,-0.01,-0.04,-0.05,
6731,HIP 18707 ,0.01,-0.08,-0.04,
6732,HIP 51477 ,-0.98,-0.67,-0.66,
6734,HIP 84253 ,-0.12,-0.05,-0.11,
6735,HIP 18719 ,0.03,0.2,0.06,
6736,HIP 84255 ,-0.52,-0.44,-0.51,
6737,HIP 117029 ,-0.64,-0.36,-0.41,
6740,HIP 51500 ,0.29,0.26,0.18,
6741,HIP 117041 ,-0.63,-0.29,-0.41,
6742,HIP 84275 ,-0.04,0.16,0.28,
6743,HIP 18742 ,-2.4,-0.68,0.75,
6744,HIP 51510 ,-0.04,0.02,-0.04,
6745,HIP 117048 ,0.08,-0.06,0.12,
6746,2MASS 19274223+3800508 ,0.21,0.12,0.15,
6748,HIP 51523 ,-0.34,-0.02,-0.2,
6749,HIP 117066 ,0.07,0.1,0.04,
6750,HIP 84300 ,-0.2,-0.2,-0.29,
6751,HIP 51533 ,0.1,0.1,0.15,
6752,2MASS 20133160+6509433 ,0.19,0.2,0.21,
6753,HIP 84309 ,-0.26,-0.12,-0.26,
6754,HIP 18774 ,0.13,-0.11,0.15,
6756,HD 10351 ,-0.17,-0.09,-0.21,
6758,HIP 84330 ,-0.4,-0.05,-0.11,
6759,HIP 18802 ,-0.81,-0.56,-0.68,
6760,HIP 18806 ,0.26,0.1,0.17,
6761,HIP 84342 ,-0.31,-0.39,-0.5,
6762,HIP 51579 ,0.25,0.2,0.22,
6763,HIP 51581 ,0.12,0.06,0.12,
6764,2MASS 19130716+4857018 ,0.24,0.22,0.25,
6765,HIP 18828 ,0.04,0.1,0.06,
6766,HIP 18833 ,-0.48,-0.44,-0.45,
6767,HIP 84374 ,0.18,0.21,0.15,
6768,HIP 117144 ,0.33,0.33,0.26,
6769,HIP 51610 ,0.03,0.11,0.14,
6770,HIP 18844 ,0.05,0.14,0.04,
6771,HIP 51614 ,0.16,0.25,0.16,
6773,2MASS 19312537+4623282 ,0.03,0.03,0.08,
6774,HIP 51620 ,-0.26,-0.26,-0.26,
6775,HIP 84393 ,-0.18,-0.04,-0.11,
6776,HIP 18859 ,0.12,0.16,0.08,
6778,2MASS 19053286+4700598 ,-0.06,0.05,0.05,
6779,HIP 84402 ,0.2,0.34,0.35,
6780,HIP 18870 ,-0.1,-0.2,-0.06,
6782,2MASS 23135873+0845405 ,0.28,0.15,0.24,
6783,HIP 117184 ,0.3,0.14,0.17,
6784,HIP 84417 ,0.13,-0.02,-0.03,
6788,2MASS 19050860+3754348 ,0.15,0.12,0.08,
6789,2MASS 18463462+4245336 ,0.07,0.03,-0.03,
6790,2MASS 19542589+4627132 ,-0.07,-0.1,-0.1,
6797,HIP 18915 ,-1.64,-1.32,-1.27,
6798,HIP 18917 ,0.03,-0.09,-0.22,
6799,HIP 18918 ,-0.16,-0.16,-0.14,
6800,HIP 84461 ,-0.51,-0.1,-0.24,
6802,HIP 51700 ,-0.39,-0.3,-0.33,
6804,2MASS 19152816+3915538 ,0.11,0.0,0.08,
6805,HIP 84477 ,-0.34,-0.26,-0.34,
6806,HIP 84478 ,-0.14,-0.04,-0.27,
6807,HIP 18944 ,0.13,0.12,0.12,
6809,HIP 51714 ,0.29,0.39,0.31,
6811,HIP 84489 ,-0.17,-0.22,-0.12,
6812,HIP 84491 ,0.29,0.27,0.3,
6813,HIP 117258 ,-0.09,-0.07,-0.13,
6814,2MASS 13485213+2740093 ,-0.77,-0.61,-0.64,
6815,HIP 84496 ,-0.22,0.02,0.02,
6816,HIP 84497 ,0.02,0.12,-0.01,
6818,HIP 84506 ,0.25,0.18,0.33,
6819,HIP 18973 ,-0.65,-0.38,-0.52,
6820,HIP 84511 ,-0.25,-0.11,-0.2,
6821,HIP 84514 ,0.21,0.37,0.49,
6822,HD 92222b ,0.2,0.13,0.14,
6823,HIP 117288 ,0.1,0.09,0.07,
6825,HIP 18993 ,0.09,0.21,0.15,
6826,HIP 84530 ,-0.33,-0.2,-0.25,
6827,HIP 18995 ,-1.06,-0.69,-0.7,
6828,HIP 84532 ,-0.36,-0.31,-0.35,
6829,HIP 117301 ,0.1,0.19,0.32,
6830,HIP 19007 ,-0.47,-0.38,-0.4,
6831,HIP 51775 ,-0.16,-0.02,-0.04,
6832,HIP 117314 ,0.1,0.11,0.24,
6833,HIP 19011 ,0.01,0.13,0.17,
6834,HIP 84551 ,0.19,0.13,0.13,
6835,HIP 51784 ,-0.26,-0.18,-0.23,
6836,HIP 117320 ,0.15,0.19,0.12,
6837,HIP 51789 ,0.48,0.44,0.5,
6838,HIP 19024 ,0.13,0.07,0.07,
6840,2MASS 19232377+4824576 ,0.04,0.03,0.01,
6842,HIP 19036 ,0.09,0.3,0.29,
6843,HIP 19037 ,0.17,0.3,0.38,
6844,HIP 19038 ,0.11,0.28,0.2,
6845,HIP 84572 ,0.07,0.03,0.06,
6846,HIP 51808 ,0.01,0.13,0.22,
6847,HIP 117350 ,-0.26,-0.28,-0.29,
6849,HIP 51819 ,0.03,0.09,0.16,
6850,HIP 84590 ,-0.42,-0.09,-0.18,
6851,2MASS 19450972+4425237 ,-0.04,-0.06,-0.08,
6852,HIP 51825 ,0.19,0.18,0.14,
6853,HIP 117364 ,-0.03,0.04,-0.05,
6855,HIP 117367 ,0.06,0.14,0.06,
6857,2MASS 19151953+4733071 ,-0.16,-0.11,-0.1,
6858,HIP 19070 ,0.14,0.03,0.04,
6859,HIP 84607 ,-0.03,0.07,0.08,
6860,HIP 117375 ,0.01,0.08,0.12,
6861,HIP 19076 ,0.09,0.04,0.03,
6863,HIP 84616 ,-0.14,-0.12,-0.08,
6865,2MASS 06290945+2814033 ,0.11,0.01,0.11,
6866,HIP 84629 ,-0.22,-0.1,-0.13,
6867,HIP 117399 ,0.15,0.23,0.14,
6868,2MASS 18575331+3954425 ,0.1,0.09,0.06,
6869,HIP 84633 ,0.07,-0.03,0.08,
6870,HIP 19098 ,0.1,0.06,0.1,
6871,2MASS 19270519+4731476 ,-0.21,-0.16,-0.2,
6872,HIP 84636 ,0.31,0.28,0.3,
6873,HIP 117404 ,-0.39,-0.3,-0.34,
6876,HIP 117411 ,0.22,0.31,0.36,
6878,HIP 84651 ,-0.12,0.01,-0.04,
6879,HIP 84656 ,0.17,0.23,0.34,
6880,2MASS 19112568+4032498 ,-0.06,-0.09,-0.04,
6882,HIP 117427 ,0.34,0.26,0.3,
6883,HIP 19126 ,0.3,0.36,0.28,
6885,HIP 84676 ,0.01,0.1,-0.06,
6886,HIP 19144 ,-0.15,-0.23,-0.4,
6888,HIP 51914 ,-0.11,-0.48,-0.13,
6889,2MASS 19281964+3854541 ,-0.14,-0.26,-0.2,
6890,HIP 19148 ,0.14,0.19,0.11,
6891,HIP 19149 ,-0.15,-0.06,0.06,
6892,HIP 84684 ,-0.41,-0.33,-0.34,
6893,HIP 84691 ,0.04,0.04,0.06,
6894,HIP 84696 ,-0.08,-0.1,0.06,
6895,HIP 51931 ,0.02,-0.02,-0.05,
6896,HIP 84699 ,-0.18,-0.14,-0.19,
6897,HIP 51933 ,-0.19,-0.13,-0.18,
6898,HIP 84702 ,-0.26,-0.14,-0.23,
6900,HIP 51938 ,-0.37,-0.02,-0.24,
6901,HD 188325 ,-0.08,-0.12,-0.12,
6902,HIP 19172 ,-0.16,0.02,-0.12,
6903,2MASS 19345420+4714493 ,-0.4,-0.33,-0.36,
6905,HD 10352 ,-0.29,-0.22,-0.25,
6906,HIP 84714 ,-0.55,-0.44,-0.46,
6907,HIP 117484 ,0.01,0.01,0.12,
6908,HIP 51949 ,0.34,0.22,0.27,
6909,HIP 84720 ,-0.3,-0.14,-0.23,
6910,HIP 84727 ,-0.39,0.06,-0.07,
6912,HIP 84738 ,-0.74,-0.4,-0.61,
6913,2MASS 19203966+4955259 ,-0.01,-0.03,-0.03,
6914,HIP 19206 ,0.01,-0.06,-0.04,
6915,HIP 84754 ,-0.07,0.0,-0.01,
6917,HIP 51987 ,0.26,0.23,0.13,
6918,2MASS 18503111+4619240 ,0.17,0.15,0.16,
6919,HIP 19222 ,0.23,0.22,0.25,
6920,HIP 117526 ,0.24,0.13,0.2,
6922,HIP 19232 ,0.3,0.3,0.27,
6923,HIP 19233 ,-0.05,-0.03,-0.04,
6924,HIP 84769 ,-0.55,-0.34,-0.31,
6925,HIP 19237 ,-0.62,-0.38,-0.53,
6926,HIP 117541 ,0.14,0.27,0.3,
6927,HIP 84781 ,-0.21,-0.01,-0.09,
6928,HIP 52015 ,0.08,0.03,0.18,
6929,HIP 84787 ,-0.07,-0.05,-0.06,
6930,HIP 52023 ,0.23,0.19,0.23,
6931,HIP 84793 ,-0.43,-0.43,-0.44,
6932,HIP 19261 ,0.1,-0.07,0.43,
6933,HIP 19263 ,0.17,0.3,0.22,
6935,HIP 84801 ,-0.19,-0.15,-0.18,
6936,HD 26710 ,0.11,-0.13,0.08,
6937,HIP 84803 ,-0.42,-0.18,-0.21,
6939,HIP 84814 ,-0.11,-0.01,-0.02,
6940,HIP 117582 ,-0.49,-0.37,-0.32,
6941,HIP 117585 ,-0.03,0.24,0.14,
6942,2MASS 19364879+3842568 ,0.26,0.25,0.26,
6943,HIP 84824 ,-0.08,0.02,-0.06,
6944,HIP 84827 ,0.21,0.28,0.18,
6945,HIP 19292 ,-0.2,-0.14,-0.18,
6946,HIP 84835 ,-0.39,-0.4,-0.57,
6947,HIP 19301 ,-0.06,-0.08,-0.07,
6948,HIP 19302 ,0.16,0.18,0.11,
6949,HIP 117607 ,-0.13,0.1,0.04,
6950,HIP 117615 ,0.09,0.0,-0.11,
6951,HIP 84850 ,-0.12,-0.16,-0.02,
6952,HD 64425 ,0.11,0.08,0.13,
6953,HIP 84852 ,-0.22,-0.05,-0.05,
6954,HIP 52085 ,0.02,0.16,0.1,
6955,HIP 84855 ,-0.45,-0.18,-0.23,
6956,HIP 84856 ,0.23,0.24,0.2,
6957,HIP 117627 ,-0.32,-0.17,-0.29,
6958,HIP 84862 ,-0.33,0.01,-0.13,
6959,2MASS 19341831+4646316 ,-0.12,-0.17,-0.13,
6962,HIP 19335 ,0.2,0.44,0.33,
6964,2MASS 03441120+2322455 ,0.11,-0.11,-0.02,
6965,HIP 84890 ,-0.26,-0.04,0.01,
6966,2MASS 16163403-2024019 ,-0.11,-0.1,-0.12,
6967,HIP 84893 ,-0.16,-0.23,-0.28,
6968,BD+44 03149 ,-0.04,-0.06,-0.12,
6969,HIP 117668 ,-0.13,-0.2,-0.21,
6971,HIP 84905 ,-0.52,-0.31,-0.35,
6972,HIP 52139 ,0.39,0.56,0.46,
6974,HIP 84907 ,-0.04,-0.08,-0.04,
6975,HIP 84910 ,-0.31,-0.43,-0.53,
6976,HIP 117678 ,0.12,0.08,0.21,
6979,HD 183735 ,-0.92,-0.88,-0.62,
6981,HIP 84916 ,-0.14,-0.04,-0.07,
6982,2MASS 19292101+4739511 ,0.13,0.05,0.26,
6983,HIP 84920 ,0.27,0.24,0.3,
6985,HIP 19386 ,0.19,0.15,0.19,
6986,HIP 117689 ,-0.33,-0.14,-0.17,
6987,HIP 19388 ,0.1,0.34,0.31,
6988,HIP 84924 ,-0.21,-0.18,-0.18,
6990,HIP 84936 ,-0.04,-0.11,-0.1,
6991,HIP 19402 ,0.06,0.13,0.06,
6994,HIP 84949 ,0.16,0.01,-0.16,
6995,HIP 84950 ,-0.24,-0.29,-0.37,
6997,HIP 19422 ,0.05,-0.01,0.02,
6998,HIP 19428 ,-0.03,-0.02,-0.03,
6999,HIP 52197 ,0.21,0.08,-0.01,
7003,HIP 19435 ,-0.38,-0.27,-0.34,
7004,HIP 84975 ,-0.17,-0.01,-0.09,
7006,2MASS 19281065+4619444 ,0.05,0.01,0.04,
7007,HIP 84988 ,-0.65,-0.36,-0.42,
7008,B-05 05432 ,0.4,0.32,0.38,
7011,HD 190780 ,-0.26,-0.04,-0.2,
7013,HIP 85007 ,-0.36,-0.32,-0.38,
7014,HIP 117776 ,-0.53,-0.48,-0.4,
7015,HIP 117778 ,0.02,0.19,0.04,
7016,2MASS 19160021+4509153 ,0.09,0.08,0.1,
7018,HIP 52247 ,-0.44,-0.27,-0.4,
7019,HIP 85017 ,0.15,0.19,0.16,
7021,HIP 85019 ,0.06,0.13,0.08,
7024,HIP 19494 ,0.07,0.05,0.04,
7025,HIP 52271 ,-0.11,-0.18,-0.02,
7027,HIP 117809 ,-0.47,-0.55,-0.59,
7028,HIP 85042 ,0.07,0.12,0.02,
7029,2MASS 18590984+4617058 ,-0.35,-0.31,-0.41,
7030,HIP 52276 ,-0.36,-0.27,-0.29,
7034,HIP 52279 ,-0.22,-0.25,-0.27,
7037,HIP 52290 ,-0.22,-0.08,-0.2,
7038,HIP 117829 ,-0.36,-0.16,-0.2,
7039,HIP 85068 ,-0.04,-0.04,0.06,
7041,2MASS 22001843-4749510 ,0.33,0.33,0.27,
7042,HIP 52316 ,0.04,0.1,0.07,
7044,HIP 19554 ,0.07,0.11,0.07,
7045,HIP 85090 ,0.07,0.19,0.3,
7046,HIP 52325 ,-0.05,0.04,-0.02,
7048,2MASS 18532065+4710283 ,-0.53,-0.38,-0.52,
7049,HIP 85103 ,-0.27,-0.29,-0.3,
7050,HIP 85108 ,-0.14,-0.07,-0.13,
7052,HIP 117877 ,0.44,0.37,0.42,
7053,HIP 117878 ,0.24,0.22,0.29,
7054,HIP 117880 ,0.2,0.17,0.15,
7055,2MASS 19511083+4025037 ,0.13,0.11,0.1,
7056,HIP 117883 ,0.12,0.3,0.22,
7057,HIP 52353 ,0.12,0.44,0.45,
7058,2MASS 19140928+4036581 ,-0.13,-0.03,-0.15,
7060,HIP 117895 ,-0.18,-0.21,-0.2,
7061,HD 190942 ,-0.1,-0.01,0.01,
7062,HIP 117902 ,0.18,0.27,0.21,
7063,HIP 19601 ,0.15,0.3,0.22,
7064,HIP 52369 ,-0.08,-0.04,-0.11,
7065,HIP 19614 ,-0.16,-0.22,-0.38,
7066,HD 125906a ,-0.21,-0.17,-0.2,
7067,HIP 85158 ,-0.05,-0.04,-0.05,
7068,HIP 85160 ,0.06,0.06,0.09,
7069,2MASS 19393351+4922471 ,-0.18,-0.11,-0.22,
7070,HD 27835 ,0.14,0.07,0.11,
7071,HIP 19631 ,-0.4,-0.27,-0.23,
7072,HD 114678 ,-0.45,-0.28,-0.25,
7073,HIP 19633 ,0.32,0.37,0.35,
7074,HIP 85170 ,-0.2,-0.28,-0.3,
7075,HIP 117938 ,0.11,0.19,0.16,
7077,HIP 19641 ,0.11,0.16,0.19,
7078,HIP 52409 ,0.31,0.33,0.29,
7079,HIP 117946 ,0.03,-0.06,0.1,
7080,HIP 117953 ,-0.06,-0.03,-0.01,
7081,HIP 117954 ,0.1,0.16,0.12,
7082,HIP 117958 ,0.07,-0.04,0.05,
7084,HIP 117960 ,0.2,0.21,0.13,
7085,HIP 117961 ,0.08,0.11,0.03,
7086,HIP 19658 ,0.15,0.03,0.11,
7087,2MASS 19132276+4901189 ,0.04,-0.04,0.0,
7088,HIP 85196 ,-0.04,0.06,0.03,
7090,HIP 85204 ,0.05,0.14,0.47,
7091,HIP 85207 ,0.11,0.15,0.16,
7093,HIP 19679 ,-0.5,-0.24,-0.43,
7094,HIP 52462 ,0.08,-0.05,0.07,
7095,HIP 19696 ,-0.09,-0.12,-0.01,
7096,HIP 85235 ,-0.43,-0.26,-0.35,
7098,HIP 52472 ,0.03,0.03,0.08,
7099,HIP 118008 ,0.04,0.01,0.03,
7100,HIP 118009 ,-0.04,-0.02,-0.11,
7101,HIP 118010 ,-0.08,-0.04,-0.04,
7102,HIP 85244 ,0.03,-0.02,-0.01,
7105,HIP 85250 ,-0.15,-0.03,-0.02,
7106,HIP 85253 ,-0.22,-0.17,-0.2,
7108,HIP 52498 ,-0.08,-0.02,-0.03,
7109,HIP 85268 ,-0.01,0.07,0.01,
7110,HIP 19736 ,0.21,0.37,0.37,
7112,HIP 118040 ,-0.26,-0.25,-0.24,
7113,HIP 19740 ,-0.06,0.02,-0.07,
7114,HIP 19746 ,0.08,0.18,0.13,
7115,HIP 19747 ,0.03,0.2,0.14,
7117,HIP 52521 ,0.12,0.15,0.14,
7118,HIP 85294 ,0.43,0.34,0.34,
7121,HIP 52535 ,0.13,0.32,0.15,
7123,HIP 19773 ,-0.48,-0.39,-0.48,
7124,HIP 85312 ,0.14,0.04,0.24,
7125,HIP 19777 ,0.2,0.42,0.43,
7126,HIP 118080 ,-0.41,-0.26,-0.33,
7127,HIP 118081 ,-0.15,-0.04,-0.01,
7128,HIP 19780 ,0.15,0.22,0.22,
7129,HIP 19781 ,0.2,0.02,0.04,
7130,HIP 85320 ,-0.09,0.02,-0.07,
7131,HIP 19786 ,0.19,0.17,0.16,
7132,HIP 19788 ,0.12,0.21,0.14,
7134,2MASS 19110565+4252094 ,0.14,0.17,0.07,
7135,HIP 19793 ,0.23,0.12,0.13,
7136,HIP 19796 ,0.23,0.19,0.2,
7137,HIP 19797 ,-1.55,-1.3,-1.36,
7138,HIP 52564 ,-0.44,-0.26,-0.45,
7139,HIP 85340 ,0.36,0.03,0.03,
7141,HIP 19807 ,0.21,0.2,0.11,
7142,HIP 19809 ,-0.34,-0.22,-0.3,
7143,HIP 118114 ,-0.06,0.15,0.04,
7144,HIP 118115 ,0.0,0.07,-0.03,
7146,HIP 118117 ,-0.02,0.02,-0.05,
7147,HIP 19814 ,-0.71,-0.63,-0.82,
7148,HIP 85350 ,-0.4,-0.33,-0.42,
7149,HIP 19816 ,-0.25,0.1,0.02,
7150,2MASS 19200527-1530353 ,0.09,0.06,0.04,
7151,HIP 118123 ,-0.36,-0.27,-0.34,
7152,HD 184401 ,-0.39,-0.21,-0.17,
7154,2MASS 18494540+4344041 ,0.19,0.12,0.07,
7156,HIP 19832 ,0.06,0.64,-0.2,
7159,HIP 85373 ,-0.62,-0.44,-0.34,
7160,HIP 118141 ,-0.34,-0.2,-0.31,
7161,HIP 118143 ,0.1,0.1,0.09,
7162,HIP 85378 ,-0.5,-0.17,-0.26,
7163,HIP 118146 ,0.0,0.04,-0.03,
7165,HIP 85381 ,-0.08,0.01,-0.08,
7166,HIP 19849 ,-0.3,-0.02,-0.13,
7167,HD 66491b ,0.08,0.12,-0.01,
7169,HIP 19855 ,0.01,0.02,0.0,
7171,HIP 118162 ,0.12,0.1,0.1,
7172,HIP 19859 ,0.01,0.0,-0.07,
7173,HIP 19861 ,0.1,-0.3,0.05,
7177,BD+51 00670b ,-0.59,-0.41,-0.56,
7178,HIP 19877 ,0.19,0.03,0.38,
7179,HIP 85414 ,0.14,0.2,0.15,
7180,HIP 85423 ,0.18,0.16,0.05,
7181,HIP 85425 ,-0.21,-0.16,-0.2,
7183,2MASS 19123900+4809545 ,0.0,-0.05,-0.04,
7184,2MASS 19035997+4055095 ,0.12,0.05,0.08,
7185,HIP 52667 ,0.3,0.43,0.23,
7186,HIP 85436 ,0.16,0.21,0.13,
7187,2MASS 19012326+4818441 ,0.15,0.1,0.09,
7188,HD 240210 ,-0.08,-0.09,0.19,
7189,HIP 52673 ,-0.57,-0.39,-0.36,
7190,HIP 118209 ,0.03,0.14,0.16,
7191,HD 17998 ,-0.08,-0.15,-0.17,
7192,HIP 52676 ,0.03,0.06,0.04,
